Y,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2019,Minnesota Timberwolves,82,19830,41.2,90.4,.456,10.0,28.5,.351,31.2,61.9,.504,19.0,24.1,.787,11.2,33.2,44.4,24.4,8.3,5.0,13.0,20.1,111.4
2019,Boston Celtics*,82,19780,42.0,90.4,.465,12.6,34.4,.365,29.5,55.9,.527,15.6,19.5,.802,9.8,34.7,44.5,26.2,8.6,5.3,12.8,20.3,112.2
2019,Brooklyn Nets*,82,19980,39.3,87.6,.449,12.5,35.3,.353,26.8,52.3,.513,18.5,24.9,.745,10.7,34.8,45.5,23.3,6.4,4.0,14.7,21.0,109.6
2019,Los Angeles Lakers,82,19780,41.1,87.3,.470,10.0,29.9,.333,31.1,57.4,.541,15.7,22.5,.699,9.8,35.1,44.9,24.7,7.3,5.2,15.1,20.0,107.8
2019,Utah Jazz*,82,19755,40.1,85.8,.468,12.0,33.8,.356,28.1,52.0,.541,18.7,25.3,.736,9.9,36.1,46.0,25.8,8.0,5.8,15.0,20.9,110.9
2019,San Antonio Spurs*,82,19805,42.8,89.4,.478,10.0,25.5,.392,32.7,63.8,.513,17.4,21.2,.819,9.3,35.9,45.2,24.8,6.2,4.8,12.2,18.3,112.9
2019,Charlotte Hornets,82,19830,40.4,90.3,.448,12.0,34.1,.351,28.4,56.1,.507,18.5,23.2,.797,10.0,34.1,44.0,23.4,7.2,5.0,12.3,19.0,111.4
2019,Denver Nuggets*,82,19730,42.8,91.9,.466,11.2,32.0,.351,31.6,59.9,.527,16.1,21.3,.755,12.1,35.3,47.3,27.9,7.9,4.5,13.7,20.5,113.0
2019,Dallas Mavericks,82,19780,39.0,87.3,.447,12.5,36.8,.340,26.5,50.5,.524,18.9,25.5,.742,10.2,35.4,45.6,23.5,6.5,4.3,14.3,20.2,109.4
2019,Indiana Pacers*,82,19705,42.1,88.6,.475,9.7,25.8,.374,32.4,62.7,.517,16.1,21.4,.752,9.5,34.3,43.8,26.4,8.8,5.0,13.9,19.8,109.9
2019,Phoenix Suns,82,19880,39.5,86.0,.459,9.5,28.8,.329,30.0,57.2,.525,17.4,22.3,.779,9.0,30.8,39.8,23.5,8.8,5.0,15.4,23.2,105.9
2019,Orlando Magic*,82,19780,41.0,90.4,.454,11.6,32.6,.356,29.4,57.8,.509,15.2,19.5,.782,10.2,35.9,46.1,25.9,6.7,5.5,13.4,18.9,108.9
2019,Detroit Pistons*,82,19855,39.5,89.9,.440,12.3,35.4,.348,27.2,54.4,.500,17.6,23.5,.747,11.6,34.2,45.8,22.9,7.1,4.1,14.1,22.5,109.0
2019,Miami Heat,82,19730,40.3,89.4,.450,11.5,32.9,.349,28.8,56.5,.509,15.3,22.1,.695,11.4,35.6,47.1,24.7,7.8,5.5,15.0,21.2,107.3
2019,Chicago Bulls,82,19905,39.8,87.8,.453,9.1,25.9,.351,30.7,61.9,.496,16.2,20.6,.783,8.7,34.1,42.8,21.9,7.3,4.3,14.1,20.3,104.8
2019,New York Knicks,82,19780,38.2,88.2,.433,10.0,29.5,.340,28.2,58.7,.479,18.1,23.8,.759,10.4,34.2,44.7,20.1,6.8,5.1,14.0,20.9,104.5
2019,Cleveland Cavaliers,82,19755,40.1,90.3,.444,10.6,30.0,.355,29.4,60.3,.488,16.9,21.3,.792,11.0,32.9,44.0,21.3,6.7,2.5,13.9,20.6,107.7
2019,Memphis Grizzlies,82,19880,38.9,86.5,.450,10.1,29.6,.342,28.8,56.9,.505,18.2,23.5,.772,9.0,33.8,42.8,24.5,8.5,5.6,14.3,22.5,106.1
2018,Golden State Warriors*,82,19730,42.9,85.3,.503,11.3,28.9,.391,31.5,56.3,.560,16.6,20.4,.815,8.4,35.1,43.6,29.3,8.0,7.5,15.5,19.6,113.6
2018,Houston Rockets*,82,19755,39.5,86.0,.460,15.6,43.2,.362,23.9,42.8,.558,20.0,25.7,.781,9.2,35.2,44.4,22.0,8.7,4.9,14.1,19.9,114.7
2018,New Orleans Pelicans*,82,19955,41.9,86.6,.483,10.0,27.7,.362,31.9,59.0,.540,15.8,20.5,.772,8.5,35.0,43.5,26.3,7.9,5.8,14.6,18.8,109.6
2018,Toronto Raptors*,82,19830,42.0,89.1,.472,12.0,33.6,.358,30.0,55.5,.541,17.7,22.2,.794,9.9,34.9,44.8,24.8,7.8,6.2,13.6,22.2,113.8
2018,Cleveland Cavaliers*,82,19730,41.1,86.3,.476,12.2,32.7,.372,28.9,53.6,.540,18.5,23.7,.779,8.6,34.3,42.9,23.8,7.2,3.9,14.0,18.9,112.9
2018,Denver Nuggets,82,19880,41.6,88.5,.470,11.7,31.6,.371,29.9,56.9,.525,17.5,22.8,.767,11.2,34.3,45.5,25.7,7.8,5.0,15.3,19.1,112.5
2018,Philadelphia 76ers*,82,19780,40.7,86.3,.472,11.0,29.7,.369,29.8,56.6,.526,17.1,22.7,.752,10.9,36.4,47.3,27.0,8.3,5.1,16.4,22.0,109.5
2018,Minnesota Timberwolves*,82,19805,42.5,89.2,.476,8.3,23.3,.357,34.2,65.9,.519,20.1,25.0,.804,10.7,32.7,43.4,23.5,8.7,4.4,12.9,18.9,113.4
2018,Los Angeles Clippers,82,19705,40.7,86.4,.471,9.6,27.1,.354,31.2,59.3,.525,19.2,25.8,.743,10.3,34.1,44.4,22.6,7.7,4.6,14.9,20.2,110.3
2018,Charlotte Hornets,82,19780,39.4,87.6,.450,10.2,27.5,.369,29.3,60.1,.487,20.4,27.3,.747,10.2,35.8,46.0,21.8,6.9,4.6,12.8,17.4,109.4
2018,Los Angeles Lakers,82,19905,40.1,87.1,.461,9.9,28.6,.345,30.2,58.4,.517,16.4,23.0,.714,10.5,35.2,45.7,23.4,7.6,4.7,15.6,20.9,106.5
2018,Oklahoma City Thunder*,82,19830,40.9,90.4,.453,11.0,31.2,.354,29.9,59.2,.505,17.8,24.8,.716,12.8,33.4,46.2,21.9,9.3,5.2,14.4,20.7,110.7
2018,Washington Wizards*,82,19855,41.0,87.8,.467,10.2,27.2,.375,30.8,60.6,.508,17.2,22.3,.772,10.3,33.9,44.2,25.8,8.1,4.4,15.0,21.8,109.3
2018,Brooklyn Nets,82,19855,38.3,87.0,.441,12.7,35.7,.356,25.6,51.2,.500,17.5,22.6,.772,9.7,34.9,44.6,23.7,6.3,4.8,15.2,20.6,106.9
2018,Milwaukee Bucks*,82,19830,41.0,85.6,.478,9.0,25.5,.355,31.9,60.1,.531,18.8,24.1,.783,8.7,32.4,41.1,24.0,9.1,5.6,14.3,22.0,109.8
2018,Portland Trail Blazers*,82,19755,40.6,89.8,.452,10.6,29.1,.366,29.9,60.7,.493,17.3,21.6,.800,10.5,36.4,46.9,20.1,7.2,5.3,14.0,20.1,109.1
2018,Indiana Pacers*,82,19755,42.3,89.6,.472,9.4,25.4,.369,32.9,64.2,.513,15.5,19.9,.779,10.0,34.0,43.9,23.0,9.1,4.3,13.8,19.5,109.5
2018,New York Knicks,82,19830,41.7,89.9,.464,8.4,23.9,.352,33.3,66.0,.504,15.3,19.5,.787,10.7,34.4,45.1,23.9,6.9,5.3,15.1,21.0,107.1
2018,Utah Jazz*,82,19755,39.8,86.3,.462,11.3,30.8,.366,28.6,55.5,.515,17.5,22.4,.779,9.4,35.6,45.0,23.3,9.0,5.3,15.3,20.4,108.4
2018,Boston Celtics*,82,19805,39.6,88.0,.450,11.8,31.4,.377,27.8,56.6,.491,16.5,21.4,.771,9.7,36.3,46.0,23.2,7.6,4.7,14.5,20.4,107.6
2018,Phoenix Suns,82,19705,38.3,86.7,.442,9.3,27.8,.334,29.0,59.0,.492,17.6,23.8,.741,10.2,33.7,43.9,21.2,6.9,4.5,15.7,21.9,103.5
2018,Detroit Pistons,82,19805,40.4,89.8,.450,11.2,29.9,.373,29.2,59.9,.488,15.2,20.4,.745,10.5,34.7,45.2,23.5,7.9,4.0,13.9,19.0,107.2
2018,Miami Heat*,82,19930,40.1,88.1,.455,11.4,31.6,.360,28.7,56.6,.508,15.2,20.2,.755,9.6,35.3,44.9,23.5,7.8,5.5,14.9,20.8,106.8
2018,Orlando Magic,82,19730,39.5,87.4,.452,10.5,29.8,.351,29.0,57.5,.504,15.8,20.8,.757,9.0,33.4,42.4,23.8,7.7,5.0,14.8,19.6,105.2
2018,Atlanta Hawks,82,19705,38.8,86.9,.446,11.4,31.5,.360,27.4,55.4,.495,16.1,20.5,.785,9.2,33.4,42.6,24.1,7.9,4.3,15.8,19.9,105.0
2018,Chicago Bulls,82,19855,39.0,89.6,.435,11.1,31.3,.355,27.8,58.2,.478,14.7,19.4,.759,9.7,35.3,45.0,23.6,7.7,3.6,14.1,19.3,103.8
2018,San Antonio Spurs*,82,19730,41.0,89.6,.457,8.9,25.3,.352,32.1,64.3,.499,17.0,22.0,.772,10.9,35.6,46.4,23.9,8.0,5.9,13.8,18.0,107.9
2018,Dallas Mavericks,82,19805,39.6,89.2,.444,12.3,34.1,.360,27.4,55.2,.496,14.8,19.4,.763,8.4,34.4,42.9,23.5,7.3,3.9,12.8,20.0,106.3
2018,Memphis Grizzlies,82,19705,38.7,87.1,.444,9.7,27.6,.352,28.9,59.5,.486,17.5,22.2,.786,10.0,32.6,42.6,22.7,7.9,5.1,15.7,24.4,104.5
2018,Sacramento Kings,82,19755,40.7,90.4,.450,9.4,25.2,.375,31.2,65.2,.479,12.9,17.5,.735,9.9,33.0,42.9,22.6,8.2,4.4,14.4,21.0,103.7
2017,Golden State Warriors*,82,19780,43.0,86.8,.495,11.9,31.2,.383,31.0,55.7,.557,17.7,22.5,.788,9.4,34.9,44.3,30.3,9.5,6.7,14.7,19.3,115.6
2017,Houston Rockets*,82,19780,40.1,86.8,.462,14.3,40.1,.357,25.8,46.7,.552,20.2,26.4,.766,10.8,33.3,44.1,25.1,8.1,4.3,15.0,19.8,114.7
2017,Denver Nuggets,82,19755,41.7,88.9,.469,10.8,29.2,.368,31.0,59.7,.519,19.0,24.5,.774,11.9,35.1,47.0,25.7,7.0,4.0,15.2,19.4,113.2
2017,Cleveland Cavaliers*,82,19880,41.1,87.4,.470,13.4,34.9,.384,27.7,52.5,.528,18.0,24.0,.748,9.6,35.4,45.0,23.3,6.8,4.1,14.1,18.7,113.6
2017,Washington Wizards*,82,19855,42.1,88.6,.475,9.4,25.2,.372,32.7,63.4,.515,17.6,22.5,.784,10.5,33.2,43.6,24.3,8.6,4.2,14.4,21.7,111.2
2017,Los Angeles Clippers*,82,19755,41.0,86.3,.475,10.6,28.4,.375,30.4,57.9,.525,20.1,26.9,.745,9.3,35.3,44.6,23.4,7.7,4.4,13.4,20.6,112.7
2017,Boston Celtics*,82,19755,39.8,87.6,.454,12.4,34.4,.359,27.4,53.2,.515,19.3,23.9,.807,9.3,33.9,43.2,26.0,7.7,4.3,13.7,21.2,111.2
2017,Portland Trail Blazers*,82,19930,40.4,87.9,.459,10.6,28.3,.375,29.8,59.6,.499,18.8,24.2,.780,10.3,34.3,44.6,21.6,7.2,5.1,14.0,21.6,110.3
2017,Phoenix Suns,82,19830,39.5,87.6,.450,7.4,22.4,.332,32.0,65.3,.491,20.2,26.1,.776,11.8,32.7,44.5,19.4,8.1,4.8,15.3,24.5,106.6
2017,Toronto Raptors*,82,19780,41.1,88.6,.464,9.3,25.6,.363,31.9,63.1,.505,20.7,26.0,.796,11.2,34.3,45.4,19.4,8.7,5.1,13.3,21.9,112.3
2017,Oklahoma City Thunder*,82,19805,40.1,88.8,.452,8.6,26.2,.327,31.5,62.6,.504,19.5,26.2,.745,12.4,34.9,47.4,21.3,8.0,5.1,15.2,21.2,108.3
2017,Brooklyn Nets,82,19755,37.2,83.8,.444,10.5,31.1,.338,26.7,52.7,.506,19.1,24.2,.788,8.7,34.5,43.2,21.1,7.1,4.6,16.3,20.7,104.1
2017,Minnesota Timberwolves,82,19805,41.4,88.6,.467,7.7,22.1,.349,33.7,66.6,.507,20.3,25.4,.799,12.0,32.5,44.5,24.8,8.4,4.7,14.7,21.1,110.8
2017,San Antonio Spurs*,82,19805,41.5,88.3,.469,9.7,24.8,.391,31.8,63.5,.500,18.5,23.2,.797,10.6,35.7,46.3,25.1,8.4,6.2,14.2,19.3,111.1
2017,Indiana Pacers*,82,19855,40.6,87.4,.465,8.9,23.8,.376,31.7,63.6,.498,18.5,22.8,.810,9.4,34.1,43.4,23.2,8.4,5.2,14.2,20.1,108.6
2017,Charlotte Hornets,82,19830,39.1,88.5,.442,10.4,29.7,.351,28.7,58.9,.488,20.1,24.7,.815,9.1,36.1,45.2,23.9,7.2,4.9,11.9,17.2,108.8
2017,Los Angeles Lakers,82,19705,39.9,88.6,.450,9.0,26.1,.346,30.8,62.5,.493,17.3,22.9,.754,11.5,32.6,44.1,21.2,8.3,4.0,15.4,21.0,106.0
2017,New Orleans Pelicans,82,19905,39.5,87.7,.450,9.4,27.0,.350,30.0,60.7,.495,16.8,22.4,.750,8.6,35.4,44.1,23.0,7.8,5.6,13.0,18.3,105.2
2017,New York Knicks,82,19855,40.9,91.4,.447,8.9,25.5,.348,32.0,65.9,.485,17.2,21.8,.788,12.4,34.3,46.7,22.5,7.3,5.7,14.3,21.0,107.7
2017,Milwaukee Bucks*,82,19780,40.9,86.2,.474,9.2,25.0,.370,31.6,61.2,.516,18.1,23.6,.768,9.3,33.2,42.5,25.5,8.6,5.6,14.7,21.3,109.1
2017,Miami Heat,82,19780,40.8,89.7,.455,10.3,28.2,.365,30.5,61.5,.496,15.9,22.5,.706,11.1,34.5,45.6,22.2,7.5,6.0,14.0,21.4,107.8
2017,Atlanta Hawks*,82,19880,38.7,85.8,.451,9.0,26.5,.341,29.7,59.3,.501,18.4,25.3,.728,10.4,34.6,45.1,24.0,8.3,4.9,16.0,18.5,104.9
2017,Chicago Bulls*,82,19780,40.4,90.9,.444,7.9,23.3,.340,32.4,67.6,.479,18.8,23.5,.798,12.7,35.6,48.3,23.6,8.2,5.0,14.2,18.5,107.4
2017,Sacramento Kings,82,19880,39.5,85.7,.461,9.4,24.9,.376,30.1,60.8,.496,18.9,24.3,.775,9.1,33.7,42.8,23.5,8.0,4.1,15.3,21.2,107.3
2017,Philadelphia 76ers,82,19830,37.9,85.9,.442,10.2,30.0,.340,27.7,55.9,.496,17.1,22.2,.771,9.9,33.2,43.2,23.9,8.5,5.2,16.8,22.0,103.2
2017,Detroit Pistons,82,19805,41.7,92.9,.449,8.0,24.4,.330,33.6,68.5,.492,14.5,20.2,.719,11.6,36.2,47.8,22.1,7.3,4.0,12.4,18.7,106.0
2017,Orlando Magic,82,19805,39.3,89.3,.440,8.8,26.8,.328,30.5,62.5,.488,16.4,21.9,.747,10.1,34.2,44.3,22.8,7.3,5.0,13.7,19.8,103.7
2017,Utah Jazz*,82,19755,40.2,86.5,.466,10.5,28.2,.372,29.8,58.2,.511,18.6,24.9,.747,10.2,36.8,47.0,21.9,7.3,5.4,14.8,20.5,109.6
2017,Memphis Grizzlies*,82,19905,39.0,89.6,.435,10.0,28.3,.354,29.0,61.2,.473,19.7,25.1,.784,11.6,34.3,45.8,22.8,8.5,4.5,13.8,24.0,107.7
2017,Dallas Mavericks,82,19780,39.0,88.8,.440,11.6,32.5,.355,27.5,56.3,.489,16.0,19.9,.801,8.5,33.1,41.6,22.4,8.1,4.0,12.8,20.6,105.6
2016,Golden State Warriors*,82,19880,42.4,87.0,.487,13.1,31.5,.416,29.3,55.5,.528,16.6,21.8,.763,9.9,36.1,46.0,28.8,8.4,6.1,15.1,20.7,114.5
2016,Oklahoma City Thunder*,82,19830,42.2,88.6,.476,8.5,24.3,.349,33.7,64.3,.524,20.2,25.9,.782,13.4,36.5,49.9,23.6,7.5,6.1,16.3,21.2,113.1
2016,Sacramento Kings,82,19805,39.8,85.9,.464,8.0,22.3,.359,31.8,63.6,.500,18.4,25.3,.725,10.5,33.5,44.0,24.4,8.9,4.5,16.1,20.3,106.0
2016,Houston Rockets*,82,19830,38.4,84.9,.452,10.9,31.4,.347,27.5,53.5,.514,20.7,29.8,.694,11.5,32.2,43.8,22.6,10.2,5.3,16.2,22.2,108.3
2016,Boston Celtics*,82,19780,39.6,90.2,.439,8.8,26.4,.335,30.8,63.8,.483,18.7,23.8,.788,11.7,33.7,45.4,24.4,9.3,4.3,13.9,22.1,106.8
2016,Portland Trail Blazers*,82,19805,40.0,88.9,.450,10.9,29.5,.370,29.1,59.4,.490,18.0,23.8,.754,12.0,35.1,47.1,22.1,7.1,4.8,15.1,22.5,108.8
2016,Los Angeles Clippers*,82,19830,39.7,85.4,.465,10.1,27.7,.364,29.6,57.7,.513,18.8,27.2,.692,9.1,34.5,43.6,23.7,9.0,5.8,13.4,22.1,108.3
2016,Cleveland Cavaliers*,82,19855,41.1,89.3,.460,11.4,31.5,.362,29.7,57.8,.514,17.3,23.1,.748,11.3,36.0,47.3,24.1,7.1,4.1,14.4,21.6,110.9
2016,Washington Wizards,82,19755,40.0,86.8,.460,8.7,24.5,.358,31.2,62.3,.501,16.6,22.8,.730,9.2,33.2,42.3,24.7,8.7,4.0,14.6,21.1,105.3
2016,San Antonio Spurs*,82,19705,42.7,88.3,.484,7.4,19.7,.375,35.3,68.6,.515,17.4,21.7,.803,10.0,36.8,46.8,26.1,8.8,6.3,13.9,18.6,110.3
2016,Charlotte Hornets*,82,19855,38.4,87.5,.439,11.0,30.5,.362,27.3,57.0,.479,19.4,24.5,.790,9.3,36.3,45.5,22.5,7.5,5.5,13.0,18.8,107.1
2016,Atlanta Hawks*,82,19830,39.5,86.3,.458,10.2,29.0,.350,29.3,57.3,.512,16.0,20.4,.783,8.5,34.5,43.0,26.2,9.3,6.1,15.3,19.6,105.1
2016,New Orleans Pelicans,82,19780,39.5,88.3,.448,8.8,24.5,.360,30.7,63.8,.482,17.7,22.9,.776,9.8,34.0,43.8,22.8,7.9,4.3,13.8,21.5,105.6
2016,Toronto Raptors*,82,19780,39.3,87.1,.451,9.2,25.0,.370,30.0,62.1,.483,22.2,28.6,.777,10.9,35.6,46.5,20.1,8.3,5.9,14.0,21.0,110.0
2016,Minnesota Timberwolves,82,19880,39.2,84.5,.464,5.8,17.1,.338,33.5,67.5,.496,22.2,28.1,.792,10.4,32.8,43.2,24.3,8.3,4.8,15.6,21.5,106.5
2016,Dallas Mavericks*,82,20005,39.0,87.8,.444,10.3,29.8,.344,28.7,58.0,.495,18.5,23.3,.794,9.6,35.4,44.9,23.1,7.1,3.9,13.3,20.3,106.7
2016,Indiana Pacers*,82,19880,39.3,87.3,.450,8.3,23.6,.351,31.0,63.7,.486,17.9,23.4,.764,10.6,34.7,45.3,21.7,9.3,4.9,15.2,20.5,104.6
2016,Orlando Magic,82,19905,40.7,89.4,.455,8.0,22.8,.350,32.7,66.6,.492,15.7,20.7,.757,10.6,34.0,44.6,24.3,8.5,5.2,14.5,21.4,105.1
2016,Detroit Pistons*,82,19880,39.5,90.0,.439,9.4,27.3,.345,30.1,62.7,.480,17.8,26.6,.668,13.0,35.3,48.2,20.2,7.3,3.9,14.1,19.8,106.1
2016,Denver Nuggets,82,19830,39.1,88.5,.442,8.3,24.6,.338,30.8,64.0,.482,19.1,25.0,.766,11.9,34.4,46.3,23.5,7.7,5.0,15.2,21.8,105.6
2016,Chicago Bulls,82,19905,39.9,90.3,.441,8.2,22.1,.371,31.7,68.2,.464,17.1,21.7,.787,11.4,36.4,47.8,23.6,6.2,5.9,14.4,19.5,105.0
2016,Phoenix Suns,82,19705,37.7,86.8,.435,9.1,26.2,.348,28.6,60.6,.472,17.7,23.5,.751,11.7,33.8,45.4,21.0,7.8,3.9,17.4,23.0,102.2
2016,Miami Heat*,82,19830,40.7,86.6,.470,6.4,19.1,.336,34.3,67.5,.508,18.2,24.4,.744,10.4,36.4,46.8,22.1,7.2,6.9,14.9,19.4,106.1
2016,Memphis Grizzlies*,82,19830,39.2,89.0,.440,6.5,19.7,.331,32.6,69.3,.471,20.6,26.3,.783,11.9,32.4,44.3,22.0,9.4,4.5,14.1,23.1,105.4
2016,Milwaukee Bucks,82,19830,40.4,86.6,.467,5.7,16.4,.345,34.7,70.2,.495,17.9,23.9,.747,11.0,32.9,43.9,24.3,8.6,6.1,16.0,21.8,104.3
2016,Brooklyn Nets,82,19755,40.0,88.3,.453,6.8,19.2,.352,33.2,69.0,.481,16.4,21.7,.757,11.0,33.3,44.4,23.3,8.0,4.2,15.5,18.8,103.2
2016,New York Knicks,82,19805,39.2,89.3,.439,7.9,22.9,.346,31.3,66.5,.471,18.3,22.7,.805,11.0,36.2,47.2,21.8,6.1,6.0,14.3,21.0,104.6
2016,Utah Jazz,82,19955,39.1,87.1,.449,9.2,25.9,.355,29.9,61.3,.488,18.5,24.9,.744,11.6,35.2,46.9,20.6,8.3,5.6,16.2,21.9,105.9
2016,Philadelphia 76ers,82,19805,36.7,85.2,.431,9.5,27.9,.339,27.3,57.3,.476,15.9,22.9,.694,9.6,32.2,41.8,21.8,8.4,6.1,16.6,22.0,98.8
2016,Los Angeles Lakers,82,19730,36.7,88.5,.414,8.1,25.7,.317,28.5,62.9,.454,20.1,25.8,.781,11.2,33.7,44.8,18.8,7.5,4.3,14.3,21.2,101.6
2015,Golden State Warriors*,82,19730,42.2,88.3,.478,10.9,27.4,.398,31.3,60.9,.514,16.3,21.2,.768,10.6,34.8,45.4,27.8,9.4,6.1,14.7,20.2,111.6
2015,Los Angeles Clippers*,82,19730,41.5,87.7,.473,10.6,28.3,.376,30.8,59.4,.519,18.9,26.5,.710,10.1,34.8,44.9,26.1,8.2,5.3,13.0,22.5,112.4
2015,Dallas Mavericks*,82,19880,41.3,89.3,.463,9.3,26.4,.352,32.0,62.8,.509,17.6,23.4,.752,10.9,33.1,44.0,23.4,8.4,4.7,13.5,20.9,109.5
2015,Toronto Raptors*,82,19855,40.5,88.9,.455,9.5,26.8,.352,31.0,62.1,.499,20.6,26.2,.787,11.5,32.9,44.4,22.1,8.0,4.6,13.8,22.3,111.0
2015,Oklahoma City Thunder,82,19830,40.3,90.0,.447,8.0,23.6,.339,32.3,66.4,.486,19.3,25.5,.754,13.3,36.0,49.3,21.3,7.6,5.7,15.2,23.1,107.8
2015,Houston Rockets*,82,19805,38.1,85.8,.444,11.7,33.6,.348,26.3,52.1,.506,19.1,26.8,.715,12.0,32.9,45.0,22.8,9.8,5.1,17.1,22.6,107.0
2015,San Antonio Spurs*,82,19955,41.1,87.9,.468,8.7,23.7,.367,32.5,64.2,.505,17.5,22.5,.780,10.3,35.6,45.9,25.7,8.4,5.7,14.7,20.1,108.5
2015,Cleveland Cavaliers*,82,19780,40.6,88.6,.458,10.9,29.6,.367,29.7,58.9,.504,19.1,25.4,.751,12.0,34.3,46.3,23.8,7.9,4.5,15.4,19.8,111.1
2015,Portland Trail Blazers*,82,19855,40.7,90.4,.450,10.4,28.6,.362,30.4,61.8,.491,16.3,20.4,.801,11.3,37.0,48.2,23.1,6.7,4.8,14.3,19.2,108.2
2015,Atlanta Hawks*,82,19730,40.4,86.7,.466,10.6,27.9,.380,29.8,58.9,.506,17.5,22.5,.778,9.3,33.8,43.1,27.3,9.6,4.9,15.1,18.9,108.9
2015,Phoenix Suns,82,19880,39.8,88.3,.452,8.8,25.7,.341,31.1,62.6,.497,16.8,22.2,.760,11.2,33.1,44.4,20.8,8.8,4.8,15.5,21.9,105.3
2015,Denver Nuggets,82,19880,38.9,89.9,.433,8.3,25.5,.325,30.6,64.4,.476,18.4,25.0,.734,12.7,33.3,46.0,22.5,8.1,4.6,14.6,23.6,104.5
2015,Boston Celtics*,82,19880,40.2,90.8,.443,8.3,25.5,.327,31.9,65.4,.488,15.9,21.1,.754,11.5,33.8,45.3,25.3,8.5,3.7,14.3,21.9,104.7
2015,Sacramento Kings,82,19855,38.2,83.9,.455,5.8,17.1,.341,32.3,66.8,.484,23.2,30.4,.762,11.3,34.6,45.9,21.1,7.0,4.1,16.9,21.5,105.3
2015,Chicago Bulls*,82,19880,39.0,88.4,.442,8.4,23.7,.353,30.7,64.7,.474,21.1,26.9,.783,12.5,36.3,48.8,23.2,6.7,6.2,14.9,19.5,107.5
2015,New Orleans Pelicans*,82,19780,41.3,90.2,.457,7.8,21.0,.370,33.5,69.2,.484,17.9,23.8,.751,12.5,34.8,47.3,24.0,7.3,6.8,14.4,20.3,108.2
2015,Washington Wizards*,82,19955,40.3,87.2,.462,6.4,17.7,.360,33.9,69.4,.488,16.8,22.6,.742,11.1,36.0,47.0,25.3,7.7,4.9,15.8,21.9,103.7
2015,Detroit Pistons,82,19830,39.7,91.8,.432,9.2,26.6,.344,30.5,65.1,.468,16.8,24.0,.703,13.7,34.3,48.0,23.1,8.1,5.0,14.3,20.3,105.3
2015,Los Angeles Lakers,82,19930,39.1,89.9,.435,6.8,19.8,.344,32.3,70.1,.461,18.4,24.8,.741,12.2,33.9,46.1,22.0,7.4,4.7,13.9,22.3,103.4
2015,Memphis Grizzlies*,82,19905,40.6,88.7,.458,5.5,16.3,.339,35.1,72.3,.485,18.9,24.5,.773,11.2,34.5,45.8,23.3,9.2,4.5,14.3,20.5,105.7
2015,Brooklyn Nets*,82,19930,39.9,88.4,.451,7.0,21.2,.331,32.8,67.2,.489,17.6,23.6,.748,11.0,34.1,45.1,22.3,7.5,4.4,14.7,20.5,104.4
2015,Milwaukee Bucks*,82,19930,39.5,86.0,.459,7.0,19.2,.363,32.5,66.8,.486,16.8,22.2,.757,11.2,32.9,44.2,24.7,10.1,5.2,17.6,23.2,102.7
2015,Minnesota Timberwolves,82,19805,38.3,87.5,.438,5.2,15.7,.332,33.1,71.8,.461,21.0,27.1,.776,12.2,30.9,43.1,22.7,8.6,4.2,15.8,20.2,102.9
2015,Indiana Pacers,82,19855,38.9,88.5,.439,7.9,22.6,.352,31.0,66.0,.469,17.8,23.6,.756,11.1,36.6,47.7,22.8,6.6,4.9,14.9,22.6,103.5
2015,Orlando Magic,82,19755,39.8,87.9,.453,7.2,20.7,.347,32.6,67.2,.486,14.8,20.3,.729,10.6,33.7,44.4,21.9,8.4,4.1,15.8,22.2,101.6
2015,Utah Jazz,82,19705,39.1,87.5,.447,8.2,24.0,.343,30.9,63.5,.486,18.7,26.0,.721,13.3,35.3,48.6,22.0,8.4,6.6,16.9,21.3,105.1
2015,Miami Heat,82,19730,38.6,84.7,.456,7.4,22.2,.335,31.2,62.5,.499,19.2,26.0,.741,10.0,32.9,42.9,21.8,8.6,5.0,16.2,21.9,103.9
2015,Charlotte Hornets,82,19905,37.8,89.9,.420,6.5,20.3,.318,31.3,69.6,.450,18.1,24.2,.748,10.6,36.2,46.9,21.5,6.5,5.8,12.7,19.4,100.1
2015,Philadelphia 76ers,82,19805,35.0,85.8,.408,8.8,27.3,.320,26.2,58.4,.449,16.7,24.7,.676,12.4,32.1,44.5,21.3,10.0,6.2,18.4,22.5,95.5
2015,New York Knicks,82,19855,38.2,89.2,.428,7.4,21.4,.347,30.8,67.8,.454,16.1,20.9,.769,11.5,32.4,43.9,23.1,7.6,5.1,16.0,23.4,99.9
2014,Los Angeles Clippers*,82,19755,40.6,85.6,.474,8.8,24.9,.352,31.8,60.7,.525,22.0,30.2,.730,10.9,33.8,44.6,25.5,8.9,5.0,14.4,22.4,112.1
2014,Houston Rockets*,82,19830,39.2,83.0,.472,9.8,27.4,.358,29.4,55.6,.529,22.8,32.0,.712,11.6,35.1,46.7,22.1,7.8,5.8,16.6,21.1,111.0
2014,Minnesota Timberwolves,82,19855,39.6,89.1,.444,7.5,21.8,.341,32.2,67.3,.478,22.2,28.6,.778,12.7,32.8,45.6,24.4,8.9,3.7,14.2,18.7,108.9
